,file,speaker,dialog
1090,Ses04F_script03_2,Ses04F_script03_2_F023,"Yes, I did quite a lot."
1091,Ses04F_script03_2,Ses04F_script03_2_M025,I suppose you let him kiss you a good deal more then.
1092,Ses04F_script03_2,Ses04F_script03_2_F024,Mind your own business.
1093,Ses04F_script03_2,Ses04F_script03_2_M026,"You must have had a riotous time. No restraint at all, very enjoyable, you never had much anyhow."
1094,Ses04F_script03_2,Ses04F_script03_2_F025,You're quite insufferable. I expect it's because you're drunk.
1095,Ses04F_script03_2,Ses04F_script03_2_M027,I'm not in the least drunk.
1096,Ses04F_script03_2,Ses04F_script03_2_F026,You always had a weak head.
1097,Ses04F_script03_2,Ses04F_script03_2_M028,I think I mentioned once before that I had three minute liquor glasses of brandy the whole evening long. A child of two couldn't get drunk on that.
1098,Ses04F_script03_2,Ses04F_script03_2_F027,"On, the contrary. A child of two could get violently drunk on only one glass of brandy."
1099,Ses04F_script03_2,Ses04F_script03_2_M029,Very interesting and how about a child of six and a child of four and a child of nine.
1100,Ses04F_script03_2,Ses04F_script03_2_F028,"Oh, shut up."
1101,Ses04F_script03_2,Ses04F_script03_2_M030,"They'd get up a splendid little debate about that, you know. Intemperate tots."
1102,Ses04F_script03_2,Ses04F_script03_2_F029,"Not very funny, dear. You'd better have some more brandy."
1103,Ses04F_script03_2,Ses04F_script03_2_M031,Very good idea. I will.
1104,Ses04F_script03_2,Ses04F_script03_2_M032,You'd better turn that off I think.
1105,Ses04F_script03_2,Ses04F_script03_2_F030,Why?
1106,Ses04F_script03_2,Ses04F_script03_2_M033,It's very late and it will annoy the people upstairs.
1107,Ses04F_script03_2,Ses04F_script03_2_F031,There is no one upstairs. It's a photographer's studio.
1108,Ses04F_script03_2,Ses04F_script03_2_M034,There are people downstairs I suppose.
1109,Ses04F_script03_2,Ses04F_script03_2_F032,They're away in Tunis.
1110,Ses04F_script03_2,Ses04F_script03_2_M035,This is no time of year for Tunis.
1111,Ses04F_script03_2,Ses04F_script03_2_F033,"Turn it on again, please."
1112,Ses04F_script03_2,Ses04F_script03_2_M036,I'll do no such thing.
1113,Ses04F_script03_2,Ses04F_script03_2_F034,Very well if you insist on being boorish and idiotic.
1114,Ses04F_script03_2,Ses04F_script03_2_M037,Turn it off. It's driving me mad.
1115,Ses04F_script03_2,Ses04F_script03_2_F035,You're far too temperamental. Try to control yourself.
1116,Ses04F_script03_2,Ses04F_script03_2_M038,Turn it off.
1117,Ses04F_script03_2,Ses04F_script03_2_F036,"Go away, go away. I hate you."
1118,Ses04F_script03_2,Ses04F_script03_2_M039,"Amanda, listen."
1119,Ses04F_script03_2,Ses04F_script03_2_F037,Listen? Listen indeed. I'm sick and tired of listening to you. You damn sadistic bully.
1120,Ses04F_script03_2,Ses04F_script03_2_F038,Stop.
1121,Ses04F_script03_2,Ses04F_script03_2_M040,Very amusing.
1122,Ses04F_script03_2,Ses04F_script03_2_F039,"Stop, stop. I hate you. Do you hear? You're conceited and overbearing and utterly impossible."
1123,Ses04F_script03_2,Ses04F_script03_2_M041,"You're a vile tempered, loose living, wicked little beast. And I hope I never see you again as long as I live."
1124,Ses04F_script03_2,Ses04F_script03_2_F040,"This is the end do you understand? The end,"
1125,Ses04F_script03_2,Ses04F_script03_2_M042,You're not going like this.
1126,Ses04F_script03_2,Ses04F_script03_2_F041,finally and forever
1127,Ses04F_script03_2,Ses04F_script03_2_F042,"Oh, I am. Let go of me."
1128,Ses04F_script03_2,Ses04F_script03_2_M043,You're not.
1129,Ses04F_script03_2,Ses04F_script03_2_F043,"Oh, I hate you. It's a good thing that I found out in time what you're really like. Marry you again? Never, never, never."
1130,Ses04F_script03_2,Ses04F_script03_2_M044,Shut up. Shut up. I wouldn't marry you again if you came crawling to me on your bended knees.
1131,Ses04F_script03_2,Ses04F_script03_2_M045,"You're a mean, evil minded, little tempered witch. I hope to God I never set eyes on you again as long as I live. Whore."
1132,Ses04F_script03_2,Ses04F_script03_2_F044,I'd rather die in torment. Beast. Brute. Calf swine.
1133,Ses04M_impro01,Ses04M_impro01_M000,"Yeah, hi. Um, look, I -- all I'm trying to do right now is renew my license plate. That's all. I just need to get one of those little stickers."
1134,Ses04M_impro01,Ses04M_impro01_F000,Okay. What's the problem?
1135,Ses04M_impro01,Ses04M_impro01_M001,"And I've- I've- some lady -- I got in line. I waited for about two hours um, and, I gave her this form"
1136,Ses04M_impro01,Ses04M_impro01_M002,"that she gave to me earlier. And she said oh, I gave you the wrong one by accident. So I was hoping I could just fill out a new one, give it to you and sort of skip this whole line business."
1137,Ses04M_impro01,F:,
1138,Ses04M_impro01,Ses04M_impro01_F001,"Okay, um. Do you have your photo ID with you?"
1139,Ses04M_impro01,Ses04M_impro01_M003,"Yes, I do."
1140,Ses04M_impro01,Ses04M_impro01_F002,Okay. This is the wrong form. I'm sorry.
1141,Ses04M_impro01,Ses04M_impro01_M004,"This is -- okay, then just can I have the form that I need."
1142,Ses04M_impro01,Ses04M_impro01_F003,"I don't have the form. You're going to have to go get in that line over there and they will give you the right form. And after you fill it out, you can bring it back to me."
1143,Ses04M_impro01,Ses04M_impro01_M005,Don't you -- you don't have-
1144,Ses04M_impro01,Ses04M_impro01_M006,are you telling me you don't have a stack of them behind the desk?
1145,Ses04M_impro01,Ses04M_impro01_F004,I don't have any of
1146,Ses04M_impro01,Ses04M_impro01_F005,I don't have any of them over here. You're gonna have to go get in that line over there. And they will give you a copy of the form.
1147,Ses04M_impro01,Ses04M_impro01_M007,"But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--"
1148,Ses04M_impro01,Ses04M_impro01_F006,"Nope, I don't. I don't have-"
1149,Ses04M_impro01,Ses04M_impro01_M008,or I can't go behind there- you can go behind this person's desk and just grab the form. So if you could just do that; that would help me out a lot.
1150,Ses04M_impro01,Ses04M_impro01_F007,"No, I can't. That's-"
1151,Ses04M_impro01,Ses04M_impro01_F008,I'm sorry. You have to do things the way you have to do things here. We have rules.
1152,Ses04M_impro01,Ses04M_impro01_M009,"Look, can you please just-- --make this -- look, I look--"
1153,Ses04M_impro01,Ses04M_impro01_F009,"Go get in that-- Sir-- Sir, there are people in line behind you. you need"
1154,Ses04M_impro01,Ses04M_impro01_M010,look-- It's been- it's been two hours. Can you please just make this easier on me and just go and get the form? It's not- it's really not
1155,Ses04M_impro01,Ses04M_impro01_F010,"I'm sorry. I'm sorry you're having a hard time,"
1156,Ses04M_impro01,Ses04M_impro01_F011,but you're gonna have to go get in that line to
1157,Ses04M_impro01,Ses04M_impro01_M011,What if I pay you money?
1158,Ses04M_impro01,Ses04M_impro01_M012,"Can I pay you money? Can I give you, like, twenty bucks and you'll go back there and get the form?"
1159,Ses04M_impro01,Ses04M_impro01_F012,twenty bucks? Please. Go get in that line over there.
1160,Ses04M_impro01,M:,
1161,Ses04M_impro01,Ses04M_impro01_M013,"Come on. Will you please? I just --I look, I cannot-- --just if I --"
1162,Ses04M_impro01,Ses04M_impro01_F013,"Look, I'm having a really bad day. I'm off in twenty minutes and I just really don't need this right now, okay."
1163,Ses04M_impro01,Ses04M_impro01_M014,"I don't care, well- You're having a bad -- I just waited in line for two hours."
1164,Ses04M_impro01,Ses04M_impro01_F014,"And you're gonna have to go wait again, because that's the line you need."
1165,Ses04M_impro01,Ses04M_impro01_M015,Well I just -- I can't do that right -- can you please just grab the form? All you have to do is grab the form. I'm not gonna ask anything else of you.
1166,Ses04M_impro01,F:,you can either go--
1167,Ses04M_impro01,Ses04M_impro01_F015,I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day. Maybe there will be a shorter line.
1168,Ses04M_impro01,Ses04M_impro01_M016,That's all I- I just- That's all i want you to-
1169,Ses04M_impro01,Ses04M_impro01_M017,"Rules, you just have to grab a piece of paper behind from somebody's desk"
1170,Ses04M_impro01,Ses04M_impro01_M018,It's not rocket science.
1171,Ses04M_impro01,Ses04M_impro01_M019,"Come -- just, please, just grab the form. It's right over there."
1172,Ses04M_impro01,Ses04M_impro01_F016,I can't do that.
1173,Ses04M_impro01,Ses04M_impro01_M020,I know it's right over there.
1174,Ses04M_impro01,Ses04M_impro01_M021,Why are you being such a bitch?
1175,Ses04M_impro01,Ses04M_impro01_F017,"I'm sorry, but I can't do that."
1176,Ses04M_impro01,Ses04M_impro01_M022,"Please, will you please -- will you please just grab the form?"
1177,Ses04M_impro01,Ses04M_impro01_F018,So go get in the other line or leave. Or I will have you escorted out by security.
1178,Ses04M_impro01,Ses04M_impro01_F019,Would you like to be kicked out of the D.M.V.? You don't think that'll be a little embarrassing?
1179,Ses04M_impro01,Ses04M_impro01_M023,"Fine, which line is it?"
1180,Ses04M_impro01,Ses04M_impro01_F020,The one you just came from.
1181,Ses04M_impro01,Ses04M_impro01_M024,"Okay, fine. I'll go over there. Thanks, a lot. You've been really helpful."
1182,Ses04M_impro01,Ses04M_impro01_F021,Yeah. Thank you. Have a pleasant day.
1183,Ses04M_impro02,Ses04M_impro02_M000,It's only going to be a year.
1184,Ses04M_impro02,Ses04M_impro02_F000,It's the first year of your child's life.
1185,Ses04M_impro02,Ses04M_impro02_M001,There's really -- there's nothing I can do.
1186,Ses04M_impro02,Ses04M_impro02_F001,You're just fine with this?
1187,Ses04M_impro02,Ses04M_impro02_M002,There's nothing I --
1188,Ses04M_impro02,Ses04M_impro02_F002,You're just going to pick up and leave me and our baby and miss a year of our lives?
1189,Ses04M_impro02,Ses04M_impro02_M003,"It's -- look, it's only a year. It'll go by quickly. Okay."
1190,Ses04M_impro02,Ses04M_impro02_F003,"When you get back, think of all of the things that you're going to have missed."
1191,Ses04M_impro02,Ses04M_impro02_M004,"I know, but I'll be back then. And - and- and we'll have -- we have the rest of our lives."
1192,Ses04M_impro02,Ses04M_impro02_F004,Don't go.
1193,Ses04M_impro02,Ses04M_impro02_M005,I can't do that. I have to go.
1194,Ses04M_impro02,Ses04M_impro02_F005,"Do you want to -- do you want to leave us behind? I mean, I don't understand why you have to do this."
1195,Ses04M_impro02,Ses04M_impro02_M006,I've made a pledge. I can't not do this at this point.
1196,Ses04M_impro02,Ses04M_impro02_F006,"You've made a pledge to us, too. Remember that day, we stood in front of each other and said 'til death do us part. Put on some rings and it's supposed to mean something."
1197,Ses04M_impro02,Ses04M_impro02_M007,I know that. I know that. I know that.
1198,Ses04M_impro02,Ses04M_impro02_M008,"There's nothing I can do. I mean, I have to go."
1199,Ses04M_impro02,Ses04M_impro02_M009,"And this is what I do. This is -- I mean, this is my life. And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year. I'll be back."
1200,Ses04M_impro02,Ses04M_impro02_F007,Can't you ask them? Can't you go back and ask them if you could -- I don't know if you could change assignments or something and you could stay here?
1201,Ses04M_impro02,Ses04M_impro02_M010,It's not- it's not- It's not like that. It's not like that. I can't do that.
1202,Ses04M_impro02,Ses04M_impro02_F008,"Why not? You could, at least, try. They have to understand"
1203,Ses04M_impro02,Ses04M_impro02_M011,Because it's impossible. There's -- I just can't. I can't.
1204,Ses04M_impro02,Ses04M_impro02_F009,You won't even know your child when you come back. This -- isn't there someone you could talk to?
1205,Ses04M_impro02,Ses04M_impro02_F010,Explain the situation to them and then you can stay here.
1206,Ses04M_impro02,Ses04M_impro02_M012,"Look, honey, it's- it's- it's only going to be a year."
1207,Ses04M_impro02,Ses04M_impro02_M013,It's only going to be a year. I'm not going to miss my son's entire life.
1208,Ses04M_impro02,Ses04M_impro02_F011,"And what happens if, at the end of that year, they ask you to stay longer? Are you just going to agree? Are you just going to absentmindedly brainwashedly do whatever it is they tell you to do?"
1209,Ses04M_impro02,Ses04M_impro02_M014,I'm not going to stay more than a year. I've agreed to a year
1210,Ses04M_impro02,Ses04M_impro02_F012,Then why do you have to go a year at all?
1211,Ses04M_impro02,Ses04M_impro02_M015,Because I've already agreed to that.
1212,Ses04M_impro02,Ses04M_impro02_F013,Well unagree. Tell them that you can't leave right now. I can't do this by myself. I can't do this without you.
1213,Ses04M_impro02,Ses04M_impro02_M016,"Yes, you can. Yes, you can. You know you can. You're a strong person."
1214,Ses04M_impro02,Ses04M_impro02_F014,This is supposed to be a partnership. We're supposed to do this together. I'm not supposed to be left here to do this by myself while you leave.
1215,Ses04M_impro02,Ses04M_impro02_M017,It is. It is. It is. It is. I'm going to write you every day.
1216,Ses04M_impro02,Ses04M_impro02_F015,"What am I supposed to do, read your letters?"
1217,Ses04M_impro02,Ses04M_impro02_M018,What else can we do? I -- we don't have a choice in this. Do you understand? You can't come with me and I can't stay here. That's all there is to it.
1218,Ses04M_impro02,Ses04M_impro02_F016,"There has to be something. I mean, we can't just live with this. It's not -- it just won't work this way."
1219,Ses04M_impro02,Ses04M_impro02_M019,We don't have a choice. I have to do this.
1220,Ses04M_impro02,Ses04M_impro02_F017,Just tell them no.
1221,Ses04M_impro02,Ses04M_impro02_M020,"I can't do it. I'd love to. I mean, I don't - if you understand, I don't want to stay."
1222,Ses04M_impro02,Ses04M_impro02_M021,"I mean, I don't want to -- I don't want to leave. I want to stay here with you."
1223,Ses04M_impro02,Ses04M_impro02_F018,"Then, can't you please try something? If you go and ask them and they say no, then I would understand, but you're not even willing to ask."
1224,Ses04M_impro02,Ses04M_impro02_F019,Can't you just make an effort? Can't you just try?
1225,Ses04M_impro02,Ses04M_impro02_M022,I've asked already. I can't go back.
1226,Ses04M_impro02,Ses04M_impro02_M023,"It can't happen. I have to go. I want to stay really bad, but I can't. There's just no -- I don't have an option."
1227,Ses04M_impro02,Ses04M_impro02_F020,When do you leave?
1228,Ses04M_impro02,Ses04M_impro02_M024,Next week.
1229,Ses04M_impro02,Ses04M_impro02_F021,A week. You're giving me a week to be okay with this.
1230,Ses04M_impro02,Ses04M_impro02_M025,"You can't make it out like I'm happy about this. I mean, I didn't -- I didn't want to put you in this situation."
1231,Ses04M_impro02,Ses04M_impro02_F022,Well it doesn't seem like you're that bothered by it.
1232,Ses04M_impro02,Ses04M_impro02_M026,"I am. I mean, I don't know. I don't know what else to tell -- you know, I mean, I can tell you. I don't know what else to do. I mean, I've been forced into this situation."
1233,Ses04M_impro02,Ses04M_impro02_F023,"If you really cared so much, you'd find a way out."
1234,Ses04M_impro02,Ses04M_impro02_M027,There's nothing I can do. I-- I
1235,Ses04M_impro02,Ses04M_impro02_F024,"Fine, fine. We have to be together. If you can't stay here, then I'll go with you. I don't care where you go. We'll go, too. I'm not staying behind."
1236,Ses04M_impro02,Ses04M_impro02_M028,They won't let you come along. It's not going to happen.
1237,Ses04M_impro02,Ses04M_impro02_F025,"It's a free world. I can go where I want. Wherever you are, that's where we're going to go."
1238,Ses04M_impro02,Ses04M_impro02_M029,Are you kidding? Please don't be difficult about this.
1239,Ses04M_impro02,Ses04M_impro02_F026,Difficult. You're leaving for a year. We have a newborn child and you're leaving. I don't think I'm being difficult.
1240,Ses04M_impro02,Ses04M_impro02_M030,[BREATHING]
1241,Ses04M_impro02,Ses04M_impro02_F027,"I'm finding a way to make it work. And I will go wherever you go. Whatever I have to do, I will make this work."
1242,Ses04M_impro02,Ses04M_impro02_M031,"Look, I--"
1243,Ses04M_impro02,Ses04M_impro02_F028,You're not really giving me a lot of options.
1244,Ses04M_impro02,Ses04M_impro02_M032,Where I'm going is not the safest place on the earth. Okay.
1245,Ses04M_impro02,Ses04M_impro02_F029,But I'm supposed to be okay with you going there.
1246,Ses04M_impro02,Ses04M_impro02_M033,But I've been trained. You have no training.
1247,Ses04M_impro02,Ses04M_impro02_F030,I'm not going to stay here and wait.
1248,Ses04M_impro02,Ses04M_impro02_M034,You have to. Do you understand me? You have to.
1249,Ses04M_impro02,Ses04M_impro02_F031,I can't do it.
1250,Ses04M_impro02,Ses04M_impro02_M035,"Well I guess we're at a stalemate then, aren't we?"
1251,Ses04M_impro03,Ses04M_impro03_M000,"So, um, well, I just -- I kind of wanted to, you know, tell you that I'm actually -- I proposed to Kate and we're going to get married."
1252,Ses04M_impro03,Ses04M_impro03_F000,"Wait, what?"
1253,Ses04M_impro03,Ses04M_impro03_M001,"Yeah. Yeah, I proposed to her yesterday. We're getting -- we're engaged now and we're going to -- we're going to get married in about eight months."
1254,Ses04M_impro03,Ses04M_impro03_F001,"Oh, my God. Congratulations."
1255,Ses04M_impro03,Ses04M_impro03_M002,"Yeah, it's pretty amazing, huh?"
1256,Ses04M_impro03,Ses04M_impro03_F002,I can't -- how did you do it? What happened?
1257,Ses04M_impro03,Ses04M_impro03_M003,Well I decided to take her sailing
1258,Ses04M_impro03,Ses04M_impro03_M004,"and we were just out on the water and, you know, I just -- I had the ring with me. And I was like let's do this. And she was like okay and then we're getting married."
1259,Ses04M_impro03,Ses04M_impro03_F003,[LAUGHTER] Well you paint a romantic picture.
1260,Ses04M_impro03,Ses04M_impro03_M005,"Well I didn't want it to be like cheesy, you know."
1261,Ses04M_impro03,Ses04M_impro03_F004,Did she cry?
1262,Ses04M_impro03,Ses04M_impro03_M006,"She didn't cry, but she was laughing a lot and it was very exciting, so..."
1263,Ses04M_impro03,Ses04M_impro03_F005,"Oh, my God. How long have you been planning on doing this?"
1264,Ses04M_impro03,Ses04M_impro03_M007,"Honestly, it was kind of quickly. It was actually only in the past couple months."
1265,Ses04M_impro03,Ses04M_impro03_F006,I can't believe this. You're getting married. It's crazy!
1266,Ses04M_impro03,Ses04M_impro03_M008,"Yeah. Yeah. So- I know. I know. I know. It's weird 'cause it's like the beginning of the rest of my life, you know."
1267,Ses04M_impro03,Ses04M_impro03_F007,"Yeah, it is."
1268,Ses04M_impro03,Ses04M_impro03_M009,"But uh- no, I mean, you know. You know, I really want you to like, you know, sort of"
1269,Ses04M_impro03,Ses04M_impro03_M010,"help Kate out with like planning stuff. I mean, if you want to. I mean, you guys are good friends anyway so I figured, you know, if you guys want to like -- I mean, you know, I'm sure you enjoy that kind of thing."
1270,Ses04M_impro03,Ses04M_impro03_F008,"Yeah, I would love to. Thanks. [LAUGHTER]"
1271,Ses04M_impro03,Ses04M_impro03_M011,Okay. Well there you go.
1272,Ses04M_impro03,Ses04M_impro03_F009,"Oh, my God, where -- have you guys talked about where you're going to get married or--"
1273,Ses04M_impro03,Ses04M_impro03_M012,I think we're going to -- we're going to -- we want to do it in Hawaii and just fly everybody in.
1274,Ses04M_impro03,Ses04M_impro03_F010,"Oh, my God."
1275,Ses04M_impro03,M:,
1276,Ses04M_impro03,Ses04M_impro03_M013,"I just -- 'cause, I mean, Hawaii just has like the best fruit buffets. And so I'm just going to say forget, you know, all like kind of meats and all that stuff."
1277,Ses04M_impro03,F:,have fruit.
1278,Ses04M_impro03,Ses04M_impro03_M014,"It's just going to be like a all fruit--fruit buffet wedding, plus a cake."
1279,Ses04M_impro03,F:,
1280,Ses04M_impro03,Ses04M_impro03_F011,Are you going to get married like on the beach barefoot or like fancier? Like in a church.
1281,Ses04M_impro03,Ses04M_impro03_M015,Barefoot?
1282,Ses04M_impro03,Ses04M_impro03_F012,Well I don't know. Throwing it out there.
1283,Ses04M_impro03,Ses04M_impro03_M016,"Um, no, no, no. It'll be in like a park near the beach."
1284,Ses04M_impro03,Ses04M_impro03_F013,Okay.
1285,Ses04M_impro03,Ses04M_impro03_M017,Yeah. But I'm really excited. So and everybody's going to come out and it'll be a great time. And--
1286,Ses04M_impro03,Ses04M_impro03_F014,"Are you going to have a big wedding or like keep it really small like just, you know, family and really close friends? Or, I mean--"
1287,Ses04M_impro03,Ses04M_impro03_M018,"It'll be kind of small, but not, you know, not tiny, you know. I want to have, you know, as many people as we can afford to fly out to Hawaii and put up there for--"
1288,Ses04M_impro03,Ses04M_impro03_F015,It's so exciting. What's the ring look like?
1289,Ses04M_impro03,Ses04M_impro03_M019,It's big and shiny. I don't know. It's silver and--
1290,Ses04M_impro03,Ses04M_impro03_F016,Big and shiny. You're such a guy. [LAUGHTER]
1291,Ses04M_impro03,Ses04M_impro03_M020,"Yeah, I don't know. [LAUGHTER] But, yeah, so anyway -- well I wanted to tell you that, you know, 'cause you're one of my good friends and you're Kate's- one of her best friends and-"
1292,Ses04M_impro03,Ses04M_impro03_F017,I'm so excited for you. That's great. I'm so-
1293,Ses04M_impro03,Ses04M_impro03_M021,"Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-"
1294,Ses04M_impro03,Ses04M_impro03_F018,Well I'm glad you told me.
1295,Ses04M_impro03,Ses04M_impro03_M022,"Yeah, yeah."
1296,Ses04M_impro03,Ses04M_impro03_F019,It's fantastic. I -- congratulations. It's amazing.
1297,Ses04M_impro03,M:,you.
1298,Ses04M_impro03,Ses04M_impro03_M023,"Thank you. I'm really -- I'm really excited. And it's -- I don't know, it's like a little -- it's like a little scary, 'cause I'm like, ah, you know, it's the first time I've ever done anything like this."
1299,Ses04M_impro03,Ses04M_impro03_M024,"But, you know, it's like I really love her and I really just -- I can't imagine spending my life with anybody else but her. So, you know, it's like I know that's the right thing. And if you have to, you know, if you have to question that, you know, don't- don't do it. So we're going to do it."
1300,Ses04M_impro03,Ses04M_impro03_M025,"And it's going to -- the -- you know, I told her that I just -- I want the color brown to be as an integral in the wedding. And, um, maybe some greens and blues."
1301,Ses04M_impro03,Ses04M_impro03_F020,And how did she feel about that?
1302,Ses04M_impro03,Ses04M_impro03_M026,She's okay with it.
1303,Ses04M_impro03,Ses04M_impro03_F021,Well that's good. It'll be a great wedding. You're willing to compromise on things.
1304,Ses04M_impro03,Ses04M_impro03_M027,"Exactly, exactly, exactly. So--"
1305,Ses04M_impro03,Ses04M_impro03_F022,She's going to let you have say in the wedding choices? That's pretty impressive. Very forward-thinking woman. [LAUGHTER]
1306,Ses04M_impro03,Ses04M_impro03_M028,"Well, I mean I just told her--Well I just said, you know, hey, these are my suggestions."
1307,Ses04M_impro03,Ses04M_impro03_F023,And brown.
1308,Ses04M_impro03,Ses04M_impro03_M029,All fruit and the color brown. Just that. That's all- that's my only request.
1309,Ses04M_impro03,F:,"fruit, haha."
1310,Ses04M_impro03,Ses04M_impro03_F024,This is why men don't plan weddings. [LAUGHTER]
1311,Ses04M_impro03,Ses04M_impro03_M030,Yeah. Well maybe--maybe you're right. Maybe there's something to that.
1312,Ses04M_impro03,Ses04M_impro03_F025,All fruit and brown. [LAUGHTER]
1313,Ses04M_impro03,Ses04M_impro03_M031,"So, um, anyway, do you want to order now? So, um I mean--"
1314,Ses04M_impro04,Ses04M_impro04_M000,"Oh, man, I just -- I don't know what to do. I don't know what to do. It's like every job, you know, I go to; every job I apply to,"
1315,Ses04M_impro04,Ses04M_impro04_M001,"it's just like nobody- nobody wants to hire me. It's been years, I mean, do you understand, years? Like, I'm -- you know what I mean, it's like I've been collecting unemployment for so long now, it's just like I just -- I can't take it. I don't know what to do. I mean, I'm just like losing my mind."
1316,Ses04M_impro04,Ses04M_impro04_F000,Well there has to be something you haven't tried.
1317,Ses04M_impro04,Ses04M_impro04_M002,"I-I'm not kidding. I've tried everything. Like I've gone to every business and local, you know,"
1318,Ses04M_impro04,Ses04M_impro04_M003,"local business in- in the area and I can't- I can't get anything. Like, nobody -"
1319,Ses04M_impro04,Ses04M_impro04_F001,What about like a temp agency?
1320,Ses04M_impro04,Ses04M_impro04_F002,"Have you gone, like, signed up with a temp agency? Maybe they can help."
1321,Ses04M_impro04,Ses04M_impro04_M004,"there's just like no jobs available. I mean, it's just like, God."
1322,Ses04M_impro04,Ses04M_impro04_M005,"Yeah, I tried that. And there was like, yeah, like I did like one thing once. But, like, that's not -- it doesn't last very long. And it's not enough to live on."
1323,Ses04M_impro04,Ses04M_impro04_F003,"Right, but you have -- I mean, you have to keep on them. You have to keep calling and reminding them that you're still looking and"
1324,Ses04M_impro04,Ses04M_impro04_F004,"I mean, you have to be really aggressive about it."
1325,Ses04M_impro04,Ses04M_impro04_M006,"Yeah, I do. I do. You don't understand."
1326,Ses04M_impro04,Ses04M_impro04_M007,I- You don't understand. I don't have a job. All- My job is to look for a job. I don't do anything else.
1327,Ses04M_impro04,Ses04M_impro04_M008,"But, like, it's been years now and I just can't seem to get anything that really fits. It's just it -- I -- it drives me absolutely insane."
1328,Ses04M_impro04,Ses04M_impro04_F005,"Well, I mean, if it's that bad, maybe you're gonna have to take something that doesn't really fit, you know. Like maybe you'll have to do something else for a while. Find a new field, new skill."
1329,Ses04M_impro04,Ses04M_impro04_M009,"No, no, no, no, no. I can't- I can't do that. I can't, I- because if I'm not- if I'm not- if I'm not doing something that I love, then I can't -- I can't- I mean it's- what's the point?"
1330,Ses04M_impro04,Ses04M_impro04_F006,"Well then you're choosing to be unemployed, really."
1331,Ses04M_impro04,Ses04M_impro04_M010,I'm not choosing. I'm not-
1332,Ses04M_impro04,Ses04M_impro04_F007,"If you're not willing to try and work with it and find something and, you know, I mean, there are things you could do."
1333,Ses04M_impro04,Ses04M_impro04_M011,"No, but I'm try- but like all the things that I-it's like I apply to all these places and none of them"
1334,Ses04M_impro04,Ses04M_impro04_M012,"-- I mean, I don't understand. It's like -- I mean, I feel like I'm qualified enough. I just don't understand. Like, I mean, it's just like a matter of circumstance, but it's been three years, you know, three years."
1335,Ses04M_impro04,Ses04M_impro04_F008,"Well maybe, you know, your luck it is just down and the market for your particular field is down and maybe you just need to look into doing something else for a while."
1336,Ses04M_impro04,Ses04M_impro04_M013,This is stupid.
1337,Ses04M_impro04,Ses04M_impro04_F009,"I mean, I'm not saying that you should, you know--"
1338,Ses04M_impro04,Ses04M_impro04_M014,"You know what, this is your fault."
1339,Ses04M_impro04,Ses04M_impro04_F010,Excuse me?
1340,Ses04M_impro04,Ses04M_impro04_M015,It's your fault 'cause -cause you always told me to- to do this and I did that instead. And I didn't take your advice and - and- but you sort of were like were telling--
1341,Ses04M_impro04,Ses04M_impro04_F011,It's my fault 'cause you didn't do what I told you to?
1342,Ses04M_impro04,Ses04M_impro04_M016,"Yeah, exactly."
1343,Ses04M_impro04,Ses04M_impro04_F012,Well that sounds like your fault.
1344,Ses04M_impro04,Ses04M_impro04_M017,Yeah.
1345,Ses04M_impro04,Ses04M_impro04_F013,You didn't do what I told you to do.
1346,Ses04M_impro04,Ses04M_impro04_M018,That's 'cause you always tell me to do the wrong thing. And I thought this time it was -- I was gonna be right by going with the opposite thing. So it's your fault because
1347,Ses04M_impro04,Ses04M_impro04_M019,"-because you were always wrong and-and-and this time you were right. And-and I didn't -- yeah, that's why."
1348,Ses04M_impro04,Ses04M_impro04_F014,That's amazing logic that you managed to turn that around and make it my fault.
1349,Ses04M_impro04,Ses04M_impro04_M020,"Well, I mean, it makes sense, doesn't it, hmm?"
1350,Ses04M_impro04,Ses04M_impro04_F015,I think maybe you can't get employed because you aren't willing to take responsibility for your own actions.
1351,Ses04M_impro04,Ses04M_impro04_M021,That's not true. I take responsibility for my own actions.
1352,Ses04M_impro04,Ses04M_impro04_F016,Really? Whose fault is it you don't have a job?
1353,Ses04M_impro04,Ses04M_impro04_M022,Yours. I don't--
1354,Ses04M_impro04,Ses04M_impro04_F017,[LAUGHTER]
1355,Ses04M_impro04,Ses04M_impro04_F018,"You see what you just did there, though?"
1356,Ses04M_impro04,Ses04M_impro04_M023,"I had- No, I don't. I'm sorry. I just totally screwed this one up. You can stop it I guess."
1357,Ses04M_impro05,Ses04M_impro05_M000,"Yeah, hi. Look--Um, okay. Here's the thing."
1358,Ses04M_impro05,Ses04M_impro05_F000,"Hi, how can I help you?"
1359,Ses04M_impro05,Ses04M_impro05_M001,Just arrived from London--
1360,Ses04M_impro05,Ses04M_impro05_F001,Mmhmm.
1361,Ses04M_impro05,Ses04M_impro05_M002,lost my luggage. Your airline--
1362,Ses04M_impro05,Ses04M_impro05_F002,I'm sorry.
1363,Ses04M_impro05,Ses04M_impro05_F003,Right.
1364,Ses04M_impro05,Ses04M_impro05_M003,"lost my luggage. I didn't lose it. No, it's not like I left it somewhere and somebody took it."
